,product,reviewid,thumbsup,thumbsdown,shortreview,longreview,pros,cons,link
274,Used 2018 Toyota Camry Hybrid,Ruby2022,9,6,"""Unreliable""","Save yourself the headache and money  I’ve only had this car for one month and it’s been at the shop multiple times. The remote start on the car doesn’t work most of the time and if you don’t click it 3 times fast enough or if the lights won’t blink when you click the remote key, the car won’t turn on (very complicated)You also have to be within a few feet to start,lock,unlock the car( why can’t they put a separate button for the remote start?)   They also have a remote connect app that you can use to turn the car on but that is buggy and it doesn’t work majority or the time either and I was told by a service rep from Toyota that it’s just a software issue and they can’t do anything about it. I believe for the price we are paying, the car should have a front sensor with a beeping sound and automatic stop so you won’t hit whatever is in front of you and a sensor that stops you when you are  backing up (the back only beeps but it doesn’t stop automatically). But the most important thing is the soy-based wires that Toyota uses- these attract rodents and they will chew up all your wires and other stuff In your engine which you will have to pay out of  pocket to replace because Toyota doesn’t cover that in their warranty. This is something that Toyota is aware of and they continue to use this type of wiring. So you get the car fixed and the rodents come back and  chew up the wires again and it’s a non-ending cycle that you are set up to fail because when they make the repairs they use the same wiring (yes, look it up, thousands of Toyota owners have been through this) The Camry also has poor acceleration and they will also try to include the remote connect as part of the vehicle but you have to purchase this separately in order for you to use this option- so don’t get fooled by the sales rep. If you want an honest opinion save your money, do your research( there is tons of information online about the issues with the soy based wiring) and go get yourself another car. I will never buy from them again because they can’t stand behind their word for reliability, value, safety and peace of mind....css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}",Good on gas,"Noisy engine, Buggy system, soy based wiring",https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
275,Used 2018 Toyota Camry Hybrid,NA,NA,NA,NA,NA,Good on gas,"Noisy engine, Buggy system, soy based wiring",https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
276,Used 2018 Toyota Camry Hybrid,Aurora,7,5,"""I wish I could return my 2020 Camry Hybrid!""","I have driven Toyota Camry's for over 25 years so when it was time for a new car, I wanted to stick with a dependable Camry. I'm so sorry I did. It's mostly due to the incredibly uncomfortable seating. I dread my 45 minute commute to work. The seats are too bucketed - they make you sit rounded forward and slumped, not straight. They are also difficult to get in and out of. The headrests angle extremely forward so you just cannot sit yourself up straight. The lumbar support is too low and is not actually high enough to reach my lumbar region. As others have mentioned, the doors do not stay open unless you push them out quite far and then you cannot reach them to close them when sitting. Who designed this car? How could it be so bad?  I purchased the XLE so I could have heated side mirrors when I need to drive in the snow which means I spent a lot of money on a car I hate. Normally I keep my cars for 12 - 14 years but not this one. I'm trying to figure out how to get rid of it now. PS: the smaller care battery in the trunk died after only 2 weeks. I may never buy a Toyota again - they have lost my good opinion.Read less",Steering and pick up are good.,Incredibly uncomfortable seats and headrests.,https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
277,Used 2018 Toyota Camry Hybrid,NA,NA,NA,NA,NA,Steering and pick up are good.,Incredibly uncomfortable seats and headrests.,https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
278,Used 2018 Toyota Camry Hybrid,Frank727,6,1,"""2019 SE Great value, performance & reliability""","I read all posts and agree that there are ""hacks"" reporting poorly on this vehicle, here at other sights.  My SE is shaping up to be the best car I've owned.  My previous '11 Camry LE ran & drove flawlessly when passing it on to my son; I also owned a wonderful '81 Corolla Liftback. The power from the 4 cyc. is very strong and the handling is superb.  The drivers set is very comfortable and the car cruises very well & quietly at 70-75mph.  I've owned 3 Accords, all fine, but this car excels appears to be a better-built vehicle. The SE is so much more attractive than the ""fastback"" style of the Accord and so many other sedans.  The handling, exceptional reliability and sporty looks are what swayed me to buy.   While the mileage is low my trips are frequent.  My highest marks and recommendations for this car to anyone considering it.Read less","Handling, acceleration, high MPG's & Sporty Looks",None!,https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
279,Used 2018 Toyota Camry Hybrid,NA,NA,NA,NA,NA,"Handling, acceleration, high MPG's & Sporty Looks",None!,https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
280,Used 2018 Toyota Camry Hybrid,Jim,4,1,"""Great car. Love the V6""","Love this XSE V6 is loaded with performance and safety features. I enjoy it so much I also bought the XLE four cylinder.  Cars now running on tiny turbo engines scare me for long term reliability, since they run so hot.  Great mileage, comfort and I get many compliments on the looks of both.  The two tone paint is amazing.","Good looking , safety, and performance (V6)",None after two years.,https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
281,Used 2018 Toyota Camry Hybrid,NA,NA,NA,NA,NA,"Good looking , safety, and performance (V6)",None after two years.,https://www.kbb.com//toyota/camry-hybrid/2018/consumer-reviews/
282,Used 2017 Honda Civic,acjsanjose,0,3,"""Worse car i own""","My AC broke down after 3 years ,I did my  research and i found this is common problem on honda they have a bad ac system .Cost me over 2000.00 to get it fixed ,iam selling it after repaired ,there is no guarantee that it will happen again and again.",good looking car,Worse ac system,https://www.kbb.com//honda/civic/2017/consumer-reviews/
283,Used 2017 Honda Civic,NA,NA,NA,NA,NA,good looking car,Worse ac system,https://www.kbb.com//honda/civic/2017/consumer-reviews/
284,Used 2017 Honda Civic,JQuest,1,0,"""Inexpensive, quality Transportation""","I have the base LX Sedan with 6 speed manual and zero options.  Drives excellent, has the right amount of power, gets >30mpg, and handles well.  Has every feature I really need.  Two things I knock is on:  Intermittent wipers have only one setting, so you can't find the perfect delay:  secondly, it has an auto lock feature if you are outside the car with key in hand. This doesn't work consistently (locks when you don't want it too, doesn't lock when you want it to) and cannot be shut off on the base model (manual seems to indicate it can be shut off with higher level trims).  I've had no issues with it in two+ years of ownership.css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}","Value, fuel economy, comfort",Intetmittant Wipers. Door Auto Lock,https://www.kbb.com//honda/civic/2017/consumer-reviews/
285,Used 2017 Honda Civic,NA,NA,NA,NA,NA,"Value, fuel economy, comfort",Intetmittant Wipers. Door Auto Lock,https://www.kbb.com//honda/civic/2017/consumer-reviews/
286,Used 2017 Honda Civic,Rafa,2,4,"""I am a Service Advisor for Honda""",,NA,NA,https://www.kbb.com//honda/civic/2017/consumer-reviews/
287,Used 2017 Honda Civic,Jona,1,1,"""Cheap realible""",I've bought my Civic in june 2016 and it is fun to drive economical safe and full of tech and powerful but since my ownership ive had so brake issues and electronics issue at 2 years of ownership I had to change my brakes it to early to change brake I wish that Honda extends the warranty beacause the competition does better for warranty and powertrain and Honda can you give an infotainment  system upgrade for your 2016 Honda's and older please beacause its starting to be outdated to but overall the civic is a great car and I recommend it to everybodyRead less,A lot of features than the competition,Electronics and brake problem on early civics,https://www.kbb.com//honda/civic/2017/consumer-reviews/
288,Used 2017 Honda Civic,NA,NA,NA,NA,NA,A lot of features than the competition,Electronics and brake problem on early civics,https://www.kbb.com//honda/civic/2017/consumer-reviews/
289,Used 2017 Honda Civic,pikachuray,1,1,"""Love my Honda- super fast""","I absolutely love my honda. My mom got it for me as a trade in for the 2017 CR-V as we no longer needed a big vehicle. I fell in love with the civic and was originally expecting to get an LX base model which is what we had on the CRV. But mom wanted me to have honda sensing. I now have the EX model which also has the sport feature in it. It's a really fun car to drive and I havent had any problems with it. It drives like a dream and everything works. Occasionally though my apple carplay doesnt line up properly with the calls and my GPS on waze or google maps, but that is only when i have really bad reception in my area. Overall though...it's an awesome car! Highly recommend for first time drivers or teenagers as well as this car is very safe. The automatic breaking feature is a must for people who experience bad drivers that pull out in front of you. ;)Read less",fun to drive,some connection problems with apple carplay,https://www.kbb.com//honda/civic/2017/consumer-reviews/
290,Used 2017 Honda Civic,NA,NA,NA,NA,NA,fun to drive,some connection problems with apple carplay,https://www.kbb.com//honda/civic/2017/consumer-reviews/
291,Used 2017 Honda Civic,Nique,0,0,"""Quality""",Honda quality built. Very stylish design. Fun to drive with the Turbocharged engine. Extremely smooth drive even when pushing the limits. Touring model has all the latest technology. Plenty of extra space with the Hatchback design. I love it!!!!!,Stylish design,No lumbar support in the driver seat.,https://www.kbb.com//honda/civic/2017/consumer-reviews/
292,Used 2017 Honda Civic,NA,NA,NA,NA,NA,Stylish design,No lumbar support in the driver seat.,https://www.kbb.com//honda/civic/2017/consumer-reviews/
293,Used 2017 Honda Civic,AE,0,2,"""Very comfortable.""",The car is really nice and has good feautures.,Fun to drive,Slow,https://www.kbb.com//honda/civic/2017/consumer-reviews/
294,Used 2017 Honda Civic,NA,NA,NA,NA,NA,Fun to drive,Slow,https://www.kbb.com//honda/civic/2017/consumer-reviews/
295,Used 2017 Honda Civic,Cuban pimp,2,2,"""really fast and has what you need for the price/""",just what i needed,fast reliable and well desing,seat belt,https://www.kbb.com//honda/civic/2017/consumer-reviews/
296,Used 2017 Honda Civic,NA,NA,NA,NA,NA,fast reliable and well desing,seat belt,https://www.kbb.com//honda/civic/2017/consumer-reviews/
297,Used 2017 Honda Civic,NoWorries,0,3,"""I love this car!""","My whole life I've been buying cars and this one blows me away, I got the Sport Touring, its loaded with everything you need and more! Fun to drive great stereo, and its got zip! absolutely love it.",Loaded with extras!,"No volume knob, but I can live with it.",https://www.kbb.com//honda/civic/2017/consumer-reviews/
